sample_id,dataset,baseline_relevance,baseline_coherence,baseline_naturalness,baseline_avg,finetuned_relevance,finetuned_coherence,finetuned_naturalness,finetuned_avg,zeroshot_relevance,zeroshot_coherence,zeroshot_naturalness,zeroshot_avg,fewshot_relevance,fewshot_coherence,fewshot_naturalness,fewshot_avg,winner,timestamp
sample_397,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:08:22.897Z
sample_25,GEM/schema_guided_dialog,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:08:47.748Z
sample_89,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:09:16.664Z
sample_167,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:09:36.306Z
sample_119,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:09:59.422Z
sample_207,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:10:26.089Z
sample_146,allenai/WildChat-1M,2,2,1,1.67,5,5,5,5.00,2,2,1,1.67,2,2,1,1.67,finetuned,2026-02-04T20:10:58.872Z
sample_216,allenai/WildChat-1M,5,5,5,5.00,3,3,3,3.00,3,3,3,3.00,3,3,3,3.00,baseline,2026-02-04T20:11:08.514Z
sample_340,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,2,2,1,1.67,2,2,1,1.67,tie,2026-02-04T20:11:32.214Z
sample_390,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:11:50.427Z
sample_197,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:12:05.581Z
sample_218,allenai/WildChat-1M,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:12:24.439Z
sample_312,allenai/WildChat-1M,5,5,5,5.00,2,2,5,3.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:12:49.427Z
sample_225,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:13:15.506Z
sample_152,allenai/WildChat-1M,5,5,5,5.00,2,2,3,2.33,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:13:37.343Z
sample_290,allenai/WildChat-1M,1,1,1,1.00,2,2,3,2.33,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:14:11.802Z
sample_182,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:14:50.340Z
sample_70,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,2,3,5,3.33,tie,2026-02-04T20:15:24.939Z
sample_156,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:16:06.152Z
sample_310,allenai/WildChat-1M,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:16:38.373Z
sample_135,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,4,5,4.67,5,5,5,5.00,tie,2026-02-04T20:17:10.135Z
sample_161,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:17:28.739Z
sample_261,GEM/schema_guided_dialog,3,4,5,4.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:17:55.094Z
sample_399,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:18:16.798Z
sample_326,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:18:40.073Z
sample_141,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:18:58.719Z
sample_241,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:19:20.290Z
sample_357,GEM/schema_guided_dialog,5,5,5,5.00,5,5,4,4.67,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:19:42.657Z
sample_43,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:20:07.606Z
sample_37,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:20:28.065Z
sample_223,GEM/schema_guided_dialog,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:20:50.057Z
sample_142,allenai/WildChat-1M,1,2,5,2.67,4,5,5,4.67,3,2,5,3.33,5,5,5,5.00,prompt_fewshot,2026-02-04T20:21:25.074Z
sample_321,GEM/schema_guided_dialog,3,3,5,3.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:21:49.669Z
sample_367,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:22:18.556Z
sample_15,GEM/schema_guided_dialog,5,5,4,4.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:22:41.440Z
sample_273,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:23:01.365Z
sample_354,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:23:31.502Z
sample_139,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:23:48.973Z
sample_158,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:24:23.490Z
sample_126,allenai/WildChat-1M,5,5,5,5.00,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:24:53.028Z
sample_85,GEM/schema_guided_dialog,3,1,5,3.00,4,3,5,4.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:25:18.436Z
sample_233,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:25:47.699Z
sample_144,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:26:15.607Z
sample_29,GEM/schema_guided_dialog,5,5,4,4.67,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:26:43.728Z
sample_58,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:27:05.207Z
sample_177,GEM/schema_guided_dialog,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:27:22.940Z
sample_155,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,4,5,5,4.67,tie,2026-02-04T20:27:43.015Z
sample_388,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:28:18.865Z
sample_98,allenai/WildChat-1M,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:28:52.347Z
sample_392,allenai/WildChat-1M,1,1,1,1.00,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:29:21.139Z
sample_307,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:29:36.447Z
sample_86,allenai/WildChat-1M,5,5,5,5.00,3,4,1,2.67,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:30:06.472Z
sample_118,allenai/WildChat-1M,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:30:38.159Z
sample_147,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:31:01.401Z
sample_11,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:31:18.918Z
sample_5,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:31:43.722Z
sample_369,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:32:10.885Z
sample_379,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:32:31.055Z
sample_185,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:32:51.972Z
sample_205,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:33:29.760Z
sample_359,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:33:46.751Z
sample_341,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,4,5,5,4.67,tie,2026-02-04T20:34:00.347Z
sample_151,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:34:18.139Z
sample_328,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:34:34.843Z
sample_253,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:34:50.601Z
sample_188,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:35:09.439Z
sample_265,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,4,4.67,5,5,5,5.00,tie,2026-02-04T20:35:23.252Z
sample_187,GEM/schema_guided_dialog,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:36:03.265Z
sample_178,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:36:22.201Z
sample_106,allenai/WildChat-1M,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:36:59.977Z
sample_206,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:37:20.881Z
sample_323,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:37:36.385Z
sample_51,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:37:53.789Z
sample_165,GEM/schema_guided_dialog,5,4,5,4.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:38:14.326Z
sample_127,GEM/schema_guided_dialog,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:38:48.385Z
sample_304,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:39:10.639Z
sample_272,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:39:38.035Z
sample_143,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:39:58.176Z
sample_20,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:40:23.156Z
sample_23,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:40:41.348Z
sample_226,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:41:05.569Z
sample_105,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:41:23.294Z
sample_335,GEM/schema_guided_dialog,4,3,4,3.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:41:58.581Z
sample_232,allenai/WildChat-1M,5,5,5,5.00,5,4,5,4.67,4,2,5,3.67,1,1,1,1.00,baseline,2026-02-04T20:42:34.464Z
sample_64,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:42:47.418Z
sample_351,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:43:04.756Z
sample_10,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:43:17.831Z
sample_100,allenai/WildChat-1M,3,3,5,3.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:43:42.827Z
sample_391,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:43:58.414Z
sample_120,allenai/WildChat-1M,1,1,1,1.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:44:16.748Z
sample_66,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:44:40.964Z
sample_319,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:45:09.552Z
sample_63,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:45:27.652Z
sample_171,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:45:50.585Z
sample_334,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:46:22.435Z
sample_42,allenai/WildChat-1M,3,3,1,2.33,3,3,1,2.33,3,3,1,2.33,3,3,1,2.33,tie,2026-02-04T20:46:39.381Z
sample_271,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:46:57.085Z
sample_157,GEM/schema_guided_dialog,4,4,5,4.33,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:47:24.710Z
sample_281,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:47:40.039Z
sample_200,allenai/WildChat-1M,4,4,5,4.33,2,2,1,1.67,4,4,5,4.33,4,4,5,4.33,tie,2026-02-04T20:48:16.610Z
sample_14,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:48:36.081Z
sample_249,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:48:52.339Z
sample_183,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:49:13.527Z
sample_115,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:49:33.769Z
sample_163,GEM/schema_guided_dialog,5,5,4,4.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:49:51.440Z
sample_60,allenai/WildChat-1M,5,5,4,4.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:50:10.935Z
sample_316,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:50:27.331Z
sample_247,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:50:39.114Z
sample_50,allenai/WildChat-1M,4,3,1,2.67,5,5,5,5.00,4,5,5,4.67,5,5,5,5.00,tie,2026-02-04T20:51:14.968Z
sample_69,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:51:31.440Z
sample_343,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:51:47.544Z
sample_383,GEM/schema_guided_dialog,3,5,5,4.33,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:52:02.139Z
sample_366,allenai/WildChat-1M,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:52:19.877Z
sample_288,allenai/WildChat-1M,5,5,5,5.00,3,3,5,3.67,5,5,5,5.00,4,4,5,4.33,tie,2026-02-04T20:53:02.535Z
sample_122,allenai/WildChat-1M,2,2,5,3.00,3,3,5,3.67,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:53:28.852Z
sample_276,allenai/WildChat-1M,5,5,4,4.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:53:46.994Z
sample_396,allenai/WildChat-1M,4,4,5,4.33,5,5,5,5.00,2,2,4,2.67,5,5,5,5.00,tie,2026-02-04T20:54:14.106Z
sample_275,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:54:26.106Z
sample_19,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:54:46.823Z
sample_231,GEM/schema_guided_dialog,2,2,5,3.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:55:13.398Z
sample_285,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:55:28.552Z
sample_220,allenai/WildChat-1M,5,5,4,4.67,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:55:46.126Z
sample_306,allenai/WildChat-1M,5,5,5,5.00,4,5,5,4.67,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:56:04.838Z
sample_327,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:56:26.125Z
sample_355,GEM/schema_guided_dialog,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,5,5,5,5.00,tie,2026-02-04T20:56:49.230Z